,timestamp,webUrl,headline,sectionId,sectionName,site,bodyContent,authorUrl,authorFirstName,authorLastName
49,2015-01-01T11:30:09Z,https://www.theguardian.com/commentisfree/2015/jan/01/sleep-new-years-resolution-success,Sleep your way to new year’s resolution success,commentisfree,Opinion,The Guardian,"A few years ago I tracked over 3,000 people attempting to achieve a range of new year’s resolutions, including losing weight, exercising more, stopping smoking and drinking less. At the start of the study, 52% of participants were confident of success. One year later, only 12% had actually achieved their goal. So what can you do to increase your chances of making your 2015 resolutions a reality? It might be as a simple as getting a better night’s sleep. Last month I asked more than 1,000 people to rate both the quality of their sleep and how successful they were at achieving their resolutions. The results revealed a strong relationship, with 60% of people who slept well saying they were able to achieve their resolutions, compared to just 44% of those who slept poorly. These findings build on previous work showing that sleep deprivation disrupts self-control and willpower. So, if you want to increase your chances of achieving your aims and ambitions this year, here are five scientifically proven ways to improve the quality of your sleep: 1. Avoid the blues Research has shown that light towards the blue end of the spectrum is especially effective at keeping you awake because it disrupts the production of the sleep hormone melatonin. Unfortunately, computer screens, tablets and smartphones all emit large amounts of blue light. If you must use these devices late in the evening, try turning down the brightness. Better still, avoid them for an hour or so before you head to bed. 2. Busy your brain If you find yourself lying in bed unable to sleep, tire your mind. For example, think of a category, such as countries or fruit and vegetables, and then come up with an example of that category for each letter of the alphabet, for example, A is for Albania, B is for Bulgaria, or A is for Apple, B is for Broccoli. 3. Get up If you wake for more than about 20 minutes during the night you might start to associate your bed with wakefulness. Instead, get out of bed and spend about 15 minutes or so reading a book or doing a jigsaw.    Solving the sleep puzzle.  Photograph: Dimitri Vervitsiotis/Getty Images   4. Fake it When you behave as if you are sleepy you become tired. To take advantage of this strange effect, let your eyes droop, your mouth hang open, and your arms and legs feel heavy. Sink into your bed as if you have had a long and tiring day in the office. Even fake a yawn or two. In short, fool your body into thinking that it is time to go to sleep. 5. Remember the 90-minute rule Throughout the night you pass through several “light sleep – deep sleep – light sleep” cycles. Each cycle takes 90 minutes and you will feel most refreshed when you awake at the end of a cycle. To maximise the chances of this, figure out when you want to wake up, then count back in 90-minute blocks to find a time near to when you want to go to sleep. So, if you want to wake up at 7am and go to bed at around 11pm, chunking back in 90-minute segments would look like this: 7am, 5.30am, 4am, 2.30am, 1am, 11.30pm, 10pm. And so you should try to fall asleep at around 10 pm or 11.30pm. Sleep well, and hopefully you will find it much easier to make your dreams a reality in 2015.    Try and avoid tablets at bedtime. Photograph: Alamy  ",profile/richard-wiseman,wiseman,
50,2015-01-01T11:33:57Z,https://www.theguardian.com/stage/2015/jan/01/the-wind-in-the-willows-review,"The Wind in the Willows review – fine, meta-sprinkled adaptation",stage,Stage,The Guardian,"I didn’t manage to get to this before Christmas, what with the weeks of pantomimes and shows with the word Christmas in the actual title; but no matter, this enterprising, ideas-stuffed reworking of the Kenneth Grahame classic proved an entertaining pitstop in the holiday insanity. Nor had I ever visited North Wall before, and the place proved instantly likable, with a galleried upper tier of seating that made the theatre space reminiscent of some sort of 17th-century coaching inn where they happened to be throwing on a play. This defiantly non-standard adaptation is the latest effort from kids’-theatre specialists Creation, and at 2 hours 10 minutes (including a 20-minute interval), this is not for those with a short attention span; though my four-year-old sat through the whole thing with her eyes glued front – perhaps helped on her way by the half-time strawberry ice cream. Parents should probably be aware, though, that this is a slightly more grownup-type theatre experience than, say, Angelina or Peppa Pig. As for the play itself: well, we all know the story, right? Messing about in boats, Toad, poop-poop, the Wild Wood, secret tunnel, weasels and almighty dustup to finish with. Creation embellish this venerable narrative framework with a blizzard of novelties – from the opening scene in which a group of hikers stumble over a book in what seems like an abandoned building, to self-referential meta moments when the actors step out of character to squabble among themselves. (Well, I’m assuming that it’s in the script, unless they decided mid-show to stop Rhys King from doing his Gypsy woman speech.) Written and directed by Gari Jones, the show generates non-stop energy from its six-strong cast – of which special mention must be made of assistant director Dave Burn, who stepped in to play Mole at the last minute, after Claire Andreadis dropped out due to illness. The main heavy lifting was done by Georgina Strawson as a jittery Ratty and Will Norris as Toad, channelling Alan B’Stard-era Rik Mayall. Clare Humphrey and the above-mentioned Rhys King adroitly took care of multiple characters, while Thomas Richardson lumbered heroically about in a fat suit as Badger. As for the embellishments: well, some were better than others. I liked the stress on the eco message of the piece, a plea for the countryside to remain undisturbed, as well as the funny songs and the contribution of a quartet of kids from the drama groups that the company run. On the other, I wasn’t entirely sure that Toad needed to be a rock star, or that it was necessary for one of the weasels to talk in urban patois. But nothing really got in the way of the show’s tremendous verve and high good humour. • Until 10 January. Box office: 01865 766266. Venue: North Wall Arts Centre, Oxford.",profile/andrewpulver,pulver,
51,2015-01-01T11:37:33Z,https://www.theguardian.com/politics/2015/jan/01/waiting-times-double-year-government-helplines,Taxpayers now waiting twice as long on HMRC helplines,politics,Politics,The Guardian,"Taxpayers are having to wait twice as long for crucial advice on government helplines for tax inquiries, child benefit and tax credits, than a year ago, according to official figures. Figures published by HM Revenue and Customs (HMRC) show that the average time people spent waiting in a phone queue to HMRC was 10 minutes and 53 seconds – more than double the wait from a year ago. The figures also showed 34.5% of calls were cut off, significantly up from the 20.5% recorded last year, and less than one in 10 calls about tax credits were answered in under two minutes – down from one in three a year ago. The average waiting time for tax inquiries rose from four minutes 42 seconds in 2013 to almost 12 minutes in September 2014. For tax credits the wait doubled from seven minutes 13 seconds in 2013 to 14 minutes 28 seconds in 2014. The figures were released by HMRC last month, and first highlighted in the Daily Mail. Shabana Mahmood MP, Labour’s shadow exchequer secretary, said that the figures were “unacceptable”. “At a time when people are paying more in tax and have seen their tax credits cut, it simply isn’t good enough. “Long waits and poor service are particularly frustrating when many people are facing difficult times for the personal finances. Overall, the proportion of calls to HMRC actually handled fell from 79.5% a year ago to 65.5%. “Ministers need to get a grip on this chaos and ensure HMRC is providing a decent service for taxpayers. The government shouldn’t be leaving people hanging on the telephone,” said Mahmood. HMRC said: “We are working hard to improve our handling of customer calls and are moving up to 1,500 extra people on to the phones during January, as the self-assessment deadline approaches. “HMRC receives around 70m calls a year and we know that some of our customers can struggle to get through on our helplines at very busy times. “This year we are introducing new technology to help us answer more calls quicker at busy times, and we are improving the digital services we offer so that more customers can find all they need online. Customers can get help with general self assessment queries by tweeting us @HMRC customers.”",profile/rajeev-syal,Rajeev,Syal
52,2015-01-01T11:44:54Z,https://www.theguardian.com/technology/2015/jan/01/man-linked-to-lizard-squad-hack-arrested-over-2013-14-cyber-fraud,Man 'linked to Lizard Squad hack' arrested over 2013-14 cyber-fraud,technology,Technology,The Guardian,"A 22-year-old man arrested by police investigating cyber-fraud offences in 2013-14 has been linked to the Lizard Squad hacking group thought to be behind the attacks on Sony’s PlayStation Network and Microsoft’s Xbox Live gaming services over Christmas. The unnamed man from Twickenham was arrested in a raid on his home by the South East Regional Organised Crime Unit (SEROCU) before being released on bail. “The arrest is in connection with an ongoing investigation into cyber-fraud offences which took place between 2013 and August 2014 during which victims reported funds being stolen from their PayPal accounts,” Thames Valley police said in a statement on behalf of SEROCU. Independent security researcher Brian Krebs claimed the arrested man was Vinnie Omari, posting what appeared to be a copy of Omari’s bail notice after having alleged that the 22-year-old was part of the Lizard Squad hacking group. “Sources tell KrebsOnSecurity that Vinnie is one of many individuals associated with this sad little club who are being rounded up and questioned,” said Krebs in a blog post. “They took everything, Xbox One, phones, laptops, computer USBs, etc,” Omari allegedly told the Daily Dot in an email revealing the search warrant issued by Reading magistrates court but failing to elaborate on the charges and alleged crimes in 2013. The Lizard Squad, described as “a band of young hooligans” by Krebs, has been linked with a series of high-profile distributed denial of service (DDoS) attacks. These attacks prevent legitimate users of services such as Sony’s PlayStation Network from connecting to them by bombarding them with bogus connections, overloading the service and effectively taking it offline often until the attack ceases. The group recently launched a DDoS tool that could allow anyone to conduct similar attacks on targets of their choosing, costing between $6 (£3.85) and $500 per attack paid via the bitcoin cryptocurrency. • PlayStation Network back online, while Lizard hacker group basks in limelight",profile/samuel-gibbs,Samuel,Gibbs
53,2015-01-01T12:00:00Z,https://www.theguardian.com/childrens-books-site/2015/jan/01/review-daughter-smoke-and-bone-laini-taylor,Daughter of Smoke and Bone by Laini Taylor - review,childrens-books-site,Children's books,The Guardian,"   Laini Taylor, Daughter of Smoke and Bone Photograph: Public Domain   It's not often that I express my undying love for what essentially is a bound stack of paper, but it's not often that you come across the literary genius that is Laini Taylor. Daughter of Smoke and Bone is by Laini Taylor, and is, without a doubt, one of my most favourite trilogies ever! It's suitable for girls and boys aged 14 and up, and it flawlessly combines high fantasy with romance, edge-of-your-seat-thrill and a general (for a lack of a better word) Laini-Taylorness. Set predominantly in the magical streets of Prague, blue haired Karou is a seemingly ordinary art student. Yet, at a moments notice, Karou could be away for days at a time, disappearing through the doors that lead to the inexplicable 'Elsewhere'; only returning when she completed her errand, with her pockets full of teeth and wishes. Now, black handprints are burning the doors to her family, the doors to her second life. The doors to 'Elsewhere' are closing, and they're leaving Karou behind. Karou is thrust into a heart-wrenching journey of love, loss and magic. Note: It's not as soppy as I have made it out to be! All will be clear once you read the book!! Daughter of Smoke and Bone is beautifully written and Taylor's story telling is breath-taking and intricate. I was immersed into the beautiful world Taylor has built, and the character and world building is rich and detailed. The book itself is funny and witty, the ponderings of Karou leaving me in giggles, and I found myself often rereading paragraphs because they were just that good!! Zuzana and Mik, Karou's human friends (that are literally the coolest, cutest couple ever. I totally 'ship' it), helped to ground the book, and make it easier to understand and lighten it. This series is something I am definitely going to reread in the near future, and Laini Taylor has won the crown of one of many favourite authors. I can't praise this book (and series) highly enough without toeing (more like calf-ing) the fine line of rambling, but read this and you'll definitely thank me. • Buy this book at the Guardian Bookshop. Want to tell the world about a book you've read? Join the site and send us your review!",,,
54,2015-01-01T12:00:09Z,https://www.theguardian.com/lifeandstyle/2015/jan/01/packed-lunch-ideas-new-year-resolutions,"New year, new lunch ideas",food,Food,The Guardian,"Work starts on Monday. While that might not be a good thing, bringing your own packed lunch certainly is. Unlike everything else in life, you get out of it what you put in. And if you’ve got something good to look forward to at lunch, it’ll brighten up your day. In 2015, not buying takeaway packed lunches will save you money in the long run, as well as keeping you healthier (if you’re making it, then you control what goes into your lunch), and saner (no one likes a shop sandwich let-down, or spending half your break queuing for an overpriced cheese roll). Crucially, it also enables you to make your favourite things, rather than relying on what’s left in the meal-deal section at 1.30pm. With all this in mind, here are some tips on getting started for the novice packed-luncher. • If you didn’t get a fancy or novelty packed lunch tin for Christmas, then take a trip to the local pound shop (where nothing, mysteriously, is ever £1) or Robert Dyas (when did this shop become so enjoyable to browse in?) and purchase three Tupperware containers for your packed lunches: small, medium and large. • Map out the office territory – is there a microwave? A fridge? Cutlery? Without a microwave a Thermos flask is your friend. If there is no fridge, don’t despair. Just eat lunch on time, and use cool spots such as window ledges to avoid your sandwich dying a slow, sweaty death sitting in a tote bag by a radiator. • Keep a tub of salt and one of those picnic pepper grinders at your desk. Expand your condiment selection according to what you most enjoy: keep a squeezy tube of Colman’s in your bag or invest in a refillable sriracha keyring (we can’t believe this exists either). John Lewis sells colourful little pots that are great for decanting and transporting small quantities of salad dressing - or use a mini jam jar (we stash these away whenever we have a B&B breakfast). • Be creative with your packing: if you’re a sandwich fiend and find yourself going through metres of pricey aluminium foil, try greaseproof paper double-wrapped around your baguette and sealed with a rubber band or two. Or invest in a sandwich tin. Caroline Craig and Sophie Missing are authors of The Little Book of Lunch (Square Peg) • This article was amended on 2 January 2015. We recommended Muji’s “brilliant array of little pots intended for toiletries that are great for decanting and transporting small quantities of salad dressings”. However, product information on the Muji website says they are “Not suitable for alcohol, petrol or solvent based products of any kind, including perfumes & vinegar”. We have removed the link.",profile/sophie-missing,missing,sophie
55,2015-01-01T12:00:09Z,https://www.theguardian.com/culture/2015/jan/01/guardian-us-critics-cultural-new-years-resolutions,Guardian US critics: our cultural new year's resolutions,culture,Culture,The Guardian,"Less news, more books! This year, Thomas Piketty’s Capital in the 21st Century taught me more than a thousand digital quick takes, while the first volumes of Karl Ove Knausgård’s My Struggle offered more psychological insight than the whole of Twitter. Instead of frying my brain with monkey-at-typewriter thinkpieces affixed with click-chasing headlines (the wonderful Guardian, of course, never stoops so low), in 2015 I’m committed to slowing down my information intake – and accepting that the codex, with no disruptive hyperlinks and no panoptic Chartbeat trackers, is actually a superior form of information technology. Jason Farago (@jsf) I’m absolutely committed to reading all of Elena Ferrante’s Neapolitan novels this winter ... an Italian escape into the power and constructs of female friendship seems like just the thing to help sustain me until the warmer temperatures return. Jennifer Gerson Uffalussy (@jennyalyse) To try to experience art and theater in smaller venues where assignments don’t necessarily take me. There are revolutionary things happening in smaller opera venues like the Industry in Los Angeles that have strong implications for the future of the art form. Jordan Riefe (@jriefe) My new year’s resolution is to watch more movies when they are in theaters. I tend to see films on Netflix, HBO, or airplanes months after everyone has already seen them, which leaves me open to spoilers. Plus, when I admitted to Jim Jarmusch that I had seen his film Only Lovers Left Alive on a plane, he gave me the dirtiest look ever. Next year: watching movies in the theater, FTW.  Melissa Locker (@woolyknickers)    The Americans: Alison Wright as Martha Hanson as and Matthew Rhys as Philip Jennings. Photograph: Craig Blankenhorn   I promise that in 2015, I am finally going to watch The Americans. I was sceptical of the first season, but now that all the critics are loving this show, I just feel woefully behind. I see a giant binge in my future where I mainline the first two seasons of this FX show about Russian spies in 80s America before the third season starts on January 28th. Brian Moylan (@BrianJMoylan) My cultural new year’s resolution is to see more live theatre, and I’m going to start by following Sheila Heti’s All Our Happy Days Are Stupid to New York to watch its off-Broadway debut in February. Canadian theatre is something I love, but at the moment I support it more in theory than in practice. This year I’d like to skip buying a few boring drinks out and save some of my meagre income for a good theatre ticket every now and then.  Monica Heisey (@monicaheisey) Life is beginning to seem too short for any number of long novels, but Robert Musil’s The Man Without Qualities is my project for 2015. Also quitting social media. Wait, I already did that a few weeks ago. I guess rejoining social media, so I can quit again by midsummer. Matthew Specktor (@matthewspecktor) I ramped up my freelance career and in the process, I lost time to simply relax with a good book. I used to read one to two books a week, but these days I’m lucky if I can squeeze that many in a month. But I’m not interested in stuffing myself with the latest releases. This is the year to finish reading the rest of Toni Morrison and Colette’s catalogue.  Britt Julious (@britticisms) To find censored versions of all my favorite rap songs, so my three-year-old can enjoy them as much as I do. Plus, the censored versions can be more fun, like “I’m not a player I just crush a lot” or “Shame on a Nuh.” My wife should be happy. Just don’t quote me, boy, I ain’t said nothin’ yet. Ben Westhoff (@ben_westhoff) To see every Oscar-nominated movie so I can school (and then lord my victories over) anyone who’s ever beat me in the Oscar pool. Watch yourselves. Anne T Donahue (@annetdonahue) I’m going to watch more foreign films. I don’t like reading subtitles, which has led me to avoid them. As a result, I’m rather horribly ignorant of great works of art spoken in languages other than English and French. It’s time to fix that. Michelle Dean (@michelledean) Social media is like a swarm of termites chomping through the wood that is my time. I must get this under control before I lose my mind. I need to learn how to dip my toe into Twitter and Facebook maybe once or twice a day, engage with whatever is happening, and then get out. It isn’t just that hashtags anger up the blood and cloud the mind; there are real consequences. One direct result of wasting hours arguing with strangers (and, to be fair, punning with friends) is that I’ve read fewer books in 2014 than in any of my post-Dr Seuss years. This needs to change. It will change. There’s no reason why I can’t maintain a busy job as a film critic and also maintain my literacy. There are too many Penguin Classics I bought as an undergrad with their spines unbent on my shelf. That ends in 2015. Jordan Hoffman (@jhoffman)",profile/jasonfarago,Jason,Farago
56,2015-01-01T12:00:09Z,https://www.theguardian.com/music/2015/jan/01/jane-the-virgin-romeo-santos-unapologetically-latin,Jane the Virgin and Romeo Santos: unapologetically Latin,music,Music,The Guardian,"The top-selling Latin music act of 2014 didn’t drop a “crossover” English album or perform a milquetoast duet with a flowless white rapper. In fact, there’s a case to be made that bachata megastar Romeo Santos shattered multiple sales records in part because he has never bothered pandering to what the music industry carefully calls “mainstream” audiences.  Santos, a New Yorker of Puerto Rican and Dominican descent, achieved the nearly unprecedented feat of selling out consecutive shows at Yankee Stadium this year. Even more impressively, he has managed to bridge the rarely-ventured-across divide between mostly Caribbean east coast Latinos and the more Central American and Mexican populations on the west, playing sold-out stadium shows in Los Angeles and Houston. The New York Times called him “a beacon of reverse crossover”, noting that Santos’s new album, Fórmula Vol 2, features hip hop/R&B stars like Drake and Nicki Minaj trying their hands at Spanish. On the suggestion of his own record company that he could do better if he sang in English, Santos says, “No! I have nothing against crossing over, but I don’t need to change to cross over. I’m not just selling out Yankee Stadium; I’m selling out stadiums in Mexico, in Argentina — with my bachata. I try to stay true to what I do.”  Meanwhile, the CW’s breakout hit Jane the Virgin has been taking the TV world by storm. The one-hour nighttime drama, loosely based on a Venezuelan telenovela, is hilarious and heartbreaking by turns. The quirky twists of Jane’s life are delivered in a whimsical, self-aware narrative voice, a direct shout out to the French film Amelie.  Amidst a groundswell of rave reviews, Jane the Virgin has been described as “one of the most authentic things on TV.” Lead actor Gina Rodriguez called it her dream role.  “My household is very similar”, Rodriguez said. “As an actor, it’s very hard to find a story like yours unless you write it yourself … I read this script and thought OK, here we are giving so much more. We are the heroes.”  Rodriguez, who turned down a role in Lifetime’s Devious Maids because it reinforced stereotypes, points to the bilingual intergenerational banter in Jane the Virgin: “The concept of my mother speaking to me in Spanish and me responding in English – that is my upbringing to a T.”  That aspect jumped out at me when I first started watching. As Backstage notes: “the show includes Spanish dialogue with subtitles but without issue or apology.” Watching it, I feel like I’m at one of my tíos’ houses in Miami: layers of language and meaning intertwine with family history and the complicated, hilarious tangles of today.  Like Jane the Virgin, Romeo Santos jumps freely back and forth between English and Spanish, drawing on whichever idiom can best describe what he’s speaking of. The question of translation here isn’t so much about picking one language or the other as it is about voice. Both Santos and Jane the Virgin have found a voice that speaks directly to the 54 million Latinos in the US without condescension or pandering.  That honesty, of both language and experience, are what propel the work beyond even their target audience, drawing in global attention. And it’s deserved. Art is at its best when it refuses to translate itself or cater to the lowest common denominator. As Santos has said about his own desire to take over the world: “Even if they don’t like it, I want them to know who I am.”  This article was amended on 25 May 2014; Romeo Santos was born in New York, not the Dominican Republic. ",profile/daniel-jos-older,daniel,joséolder
57,2015-01-01T12:00:09Z,https://www.theguardian.com/commentisfree/2015/jan/01/2015-general-election-russell-brand-revolution-young-people-vote,If the 2015 general election will be your first – this is your moment,commentisfree,Opinion,The Guardian,"It’s 2015 already; the political year of the decade. The issues debated and decisions made this year will determine how we are governed, and who by, until 2020. This is the first general election in which I will be able to vote – I am 20 this year – and I am looking forward to finally having my say. Having been studying and writing about politics since the last election, I am more than ready to do so. Many others are not. I am lucky to be studying politics at university; it means I am surrounded by people who care a great deal about what is happening in the world around them. Many of my peers are activists for parties and campaign groups, or, like me, write on issues we care about. Whether chatting before lectures or having a drink in the evening, there is always the possibility of discussing current affairs. Heated attempts to put the world to rights are not uncommon. And yet so many young people are disengaged. While apathy is spreading across countries and demographics, the problem is most acute in young adults. According to an Ipsos Mori poll, just 44% of 18- to 24-year-olds voted at the last election – fewer than any other age group. There is little to suggest that the figure will improve this time round. Even on campus, many react to my degree choice with a declaration that they “don’t do politics”. And across the country as a whole, young people have lost interest, at once apathetic and disenfranchised. Not caring, yet feeling neglected by those in power.    ‘Russell Brand is in a privileged position; his wealth and fame afford him influence whether he votes or not.’ Photograph: James Shaw/REX   It shouldn’t be so. Russell Brand may speak to young people’s disillusionment with his claims that there is no point in voting, that the parties are all against us, and that we need a revolution which he can’t describe. But his is a privileged position; his wealth and fame afford him influence whether he votes or not (how else did he make it on to Newsnight?), and most young people possess neither of these attributes. He also misses the critical rationale and benefit of democracy: that expressing your opinion can create change. As long as you actually express it. Young people, in fact, have more reason to vote than most. We are the generation saddled with £27,000 of student debt for degrees taken in vague anticipation of jobs that don’t yet exist. When we graduate, it’s into a lacklustre job market where skills are undervalued (many are expected to work for free), with the daunting prospect of struggling to pay the rent for years to come – if we can afford to leave home at all. We are the generation who in 20 or 30 or 40 years’ time will have to deal with the effects of climate change, poverty, mass depletion of resources. Forget the financial crisis, we will be living with housing, food and energy crises all at the same time, because politicians are not acting now to prevent them. Still think we don’t need to vote? If it bothers you that Nick Clegg was able to backtrack on the infamous tuition fee pledge, or that pensioners are insulated from austerity while young people bear its brunt, ask yourself why this is the case. The answer is simple: pensioners vote, and we all know that politicians are merely vote-counters when it comes to election promises. As long as young people remain disengaged, it won’t pay politicians to answer to our issues. Turn up on 7 May, and lend political currency to your opinions.    ‘If it bothers you that Nick Clegg was able to backtrack on the infamous tuition fee pledge, ask yourself why this is the case.’ Photograph: Stefan Rousseau/PA   Voting is, however, simply not enough, especially if the “X” in the box is assigned at random. In order to make an informed choice, young people need to be better educated – both at school and of their own accord through engaging with the media. We are in the historically unique position of having every conceivable piece of information at our immediate disposal, and yet we share more funny videos of cats than comment pieces. We should be harnessing the power of social media to have a generation-wide conversation about how to answer the future’s problems. That way, when we go to vote, we’ll be expressing well-thought-out opinions. Because until we take ourselves seriously, and act like it, politicians won’t either.",profile/lucy-webster,Lucy,Webster
58,2015-01-01T12:00:09Z,https://www.theguardian.com/music/musicblog/2015/jan/01/readers-recommend-songs-with-vibrato-tremolo-and-oscillation-results,"Readers recommend: songs with vibrato, tremolo and oscillation – results",music,Music,The Guardian,"Everything in this week’s playlist oscillates, trembles, quivers or wobbles. They are all Good Vibrations. I wondered last year why Jeff Beck of all people was on tour with Brian Wilson. I had him down as a denim-clad blues guy. He is so much more than that. Listen to Nadia played live, a delicate recreation of Nitin Sawnhey’s song from the 1999 LP Beyond Skin. Beck’s use of the vibrato bar on his Fender Stratocaster (having abandoned use of the plectrum in the 80s) is exquisite. All Indian singers look up to the great Lata Mangeshkar who recorded more than 5,000 songs in a long career matched only by her sister Asha Bhosle. Her vocal technique is stunningly expressive here sympathetically joined on Wada Na Tod (Don’t Break Your Promise) by shimmering strings, wavering flutes and quivering organ work.  Luther Vandross’s finest performance is probably his cover of the Bacharach tune A House Is Not a Home. The quivering plea for his lover to be at home makes my eyes water every time I hear it. I have heard very few singers utilise vibrato with such taste.  In the late 50s and early 60s is was illegal to record a tune without a guitar twanging around with vibrato. On the Everly Brothers’ Price of Love from 1965 we get harmonica, guitar reverb and two voices singing so clearly and with such harmony that a kind of natural vibrato occurs between all four instruments. Magic.  Vibrato singing is treasured throughout the Mediterranean, transcending cultures, borders and religions. Mor Kabasi is of Moroccan and Persian heritage, born Israeli, currently living in Spain and singing in the Sephardic tradition – the music of the exiled Jews of Spain, in a language called Ladino.  Looped guitar, fuzz, tremolo, phasers set to stun. My Bloody Valentine layered guitar effects on top of guitar effects to create the classic shoegaze wall of sound adored by the post-punk generation. A revelation to me, as I’d never really listened to them properly before.  More recent guitar shudder echoes from my headphones as Radiohead thunder into Planet Telex and a shiver goes down my spine. What a thrilling song this is. You can force it but it will not come. Everything is broken … Radiohead made prog rock acceptable, where Pink Floyd once ruled. From their magnum opus Dark Side of the Moon comes On the Run, genius early electronica that goes from speaker to speaker, like the music accompanying a nightmarish video game. This is an instrumental that tells a story. LFO were formed in 1988 when Mark Bell and Gez Varley met in Leeds. The Low Frequency Oscillator – a synthesiser function – dominates their early rave techno hits including the Leeds Warehouse Mix of their first single LFO. Mark died in 2014 having worked on seven of Björk’s albums as well as his own electronic music. Mongolian throat singing is quite extraordinary. Its human mimicry of nature’s sounds is essentially overtone technique – singing two notes at the same time, one vibrating deep in the throat. Check out Khusugtun and their recent song Mongol.  No track made me happier this week than John Martyn’s Small Hours, taking me back to student life in late-70s London. I chose the live version because there is a wonderfully captured warmth in the room.  And finally yet another discovery – the English singer Kathleen Ferrier. Das Lied Von Der Erde (6th mvmt pt 3), written by Gustav Mahler in 1909 is such an extraordinary piece of music that it melted me.  So many more superb nominations. Shame I couldn’t choose them all. Happy New Year!  The playlist   Playlist for songs  1. Good Vibrations – the Beach Boys 2. Nadia – Jeff Beck 3. Wada Na Tod – Lata Mangeshkar 4. A House Is Not a Home – Luther Vandross 5. The Price of Love – the Everly Brothers 6. Shecharhoret – Mor Karbasi 7. I Only Said – My Bloody Valentine 8. Planet Telex – Radiohead 9. On the Run – Pink Floyd 10. LFO – LFO 11. Mongol - Khusugtun 12. Small Hours (live) – John Martyn 13. Das Lied Von Der Erde (6th movement part 3) – Kathleen Ferrier, written by Gustav Mahler",profile/ralph-brown,Ralph,Brown
59,2015-01-01T12:09:23Z,https://www.theguardian.com/commentisfree/2015/jan/01/new-year-political-messages,New year: the season for grandstanding,commentisfree,Opinion,The Guardian,"Something strange has been happening with new year. The midnight toast was once an occasion for personal resolutions, honoured as much in the breach as in reality. With the advent of broadcasting, the turn of the year was embraced by leaders as an annual excuse to connect over the airwaves with their people. I remember when the Queen's Christmas broadcast enjoyed a monopoly of seasonal communication in the UK and the Commonwealth. The religious, not the secular, holiday took precedence. In the UK, set-piece salutations from the prime minister, leaders of political parties, the Archbishop of Canterbury and so on, are a relatively recent phenomenon. Still more recent, though is the way new year messages across the world are increasingly treated as a pretext for international initiatives and grandstanding. The growing international significance attached to the holiday (which is not a holiday everywhere) may have something to do with the competitive edge satellite broadcasting has brought to national festivities, with the ooh-and-aah factor of fireworks almost a gauge of global standing. This year a Sky News presenter said of London's pyrotechnic celebration: ""London stands shoulder to shoulder with some of the greatest cities of the world."" (Come on, only ""some of""?) Woe betide any country that does not have an instantly recognisable national symbol (the Sydney Harbour Bridge, St Basil's Cathedral, the Brandenburg Gate or Edinburgh Castle) to provide a distinctive backdrop. In London for some reason – perhaps safety? - the incomparably recognisable Big Ben has ceded its place as the fireworks scene-setter to the upstart Eye. But then London has underestimated its global appeal for almost as long as I can remember.  The new element is that leaders of pretty much anything – nations, churches, political parties, you name it - seem ever more reluctant to leave us alone with our champagne for the duration. Not only do they feel the need to make statements, they have also become less and less satisfied with mouthing the same old platitudes. They actually want to say something. So instead of waking up to a blank morning of non-news, today we were yanked into consciousness by a host of voices all vying for our attention. There was David Cameron warning of the ""choice"" Britain had, between ""the competence that has got us this far or the chaos of ... going backwards and taking huge risks"". There was the Archbishop of Canterbury, miraculously transported from his sick-bed to the National Arboretum, to pay tribute to fallen soldiers, but also to plead for more national generosity to the suffering, not just at home but abroad. In Germany, Angela Merkel used her message to deliver a fierce attack on the growth of anti-Islam sentiment, while Vladimir Putin gloried in Russia's ""recovery"" of Crimea, but in a more conciliatory note also harked back to the spirit of the second world war alliance with the US and the UK. From Australia, Tony Abbot promised better roads, more jobs, and a fitting commemoration for the centenary of the Gallipoli landings.  And there was a surprise in store from, of all places, Pyongyang. Not only was the world treated to a transmission of North Korea's national firework display, but also to a message from a very much alive Kim Jong-un to the effect that he sees 2015 as a year of domestic reform and wants fresh talks with the South. We shall see what we shall see. But with Cuba, and now North Korea, perhaps coming in from the cold, there is promise, amid the gloom, for 2015.",profile/mary-dejevsky,,Dejevsky
